split,task,seed,layer,scale,mean_count,top_alignment,top_minus_random,synonym_residual_cosine,target_residual_cosine,semantic_separation,synonym_mask_jaccard,target_mask_jaccard,mask_jaccard_separation
exploration,pick_coke_can,0,9,0.75,14.333333333333334,0.39767338888574794,0.32196675450979356,0.781645751570661,0.42721439076598583,0.35443136080467513,0.7549019607843137,0.40952380952380957,0.34537815126050414
exploration,pick_coke_can,0,9,1.0,19.333333333333332,0.4579958476910977,0.3875777482275827,0.9120333860633889,0.43885125762733335,0.47318212843605556,0.8714285714285714,0.4160854045911517,0.4553431668374197
exploration,pick_coke_can,0,9,1.25,24.333333333333332,0.41228532440541193,0.390902191421842,0.7823973021577563,0.445636081439073,0.33676122071868325,0.8260073260073261,0.46296296296296297,0.3630443630443631
exploration,pick_coke_can,0,11,0.75,14.333333333333334,0.43620388445919134,0.3604972500832369,0.9599847056750809,0.7477193597395438,0.21226534593553703,0.8694444444444445,0.41750841750841755,0.451936026936027
exploration,pick_coke_can,0,11,1.0,19.333333333333332,0.4281709663140845,0.35775286685056956,0.9241647971679422,0.727589222439785,0.19657557472815734,0.9047619047619048,0.4536162687886826,0.45114563597322216
exploration,pick_coke_can,0,11,1.25,24.333333333333332,0.4331262096624365,0.4117430766788666,0.93942147670292,0.6771317520713572,0.2622897246315627,0.8736182336182337,0.5211795373085696,0.3524386963096641
exploration,pick_coke_can,0,14,0.75,14.333333333333334,0.4829923181955085,0.4072856838195542,0.9018574407860281,0.5593927878084258,0.34246465297760226,0.9138888888888889,0.44945250827603767,0.46443638061285125
exploration,pick_coke_can,0,14,1.0,19.333333333333332,0.3539275468060545,0.2835094473425395,0.866754648276037,0.49111436556662014,0.3756402827094169,0.8714285714285714,0.487673314339981,0.38375525708859043
exploration,pick_coke_can,0,14,1.25,24.333333333333332,0.42159277774471055,0.4002096447611407,0.7828358817666231,0.5543925613793647,0.22844332038725845,0.825261158594492,0.5545128706419029,0.27074828795258904
exploration,pick_coke_can,1,9,0.75,19.666666666666668,0.2567918372888002,0.21531955948646195,0.9253728873394653,0.9343916484158464,-0.009018761076381221,0.8136629452418926,0.7628680396643782,0.050794905577514315
exploration,pick_coke_can,1,9,1.0,26.666666666666668,0.20316673942663666,0.21736719594612672,0.8962464801886099,0.8726465555280615,0.023599924660548388,0.8845785440613027,0.8400835945663531,0.044494949494949476
exploration,pick_coke_can,1,9,1.25,33.666666666666664,0.1666921861958708,0.22142960058309605,0.8951717095273274,0.6759040842853844,0.21926762524194288,0.8994708994708995,0.8394431297657104,0.06002776970518905
exploration,pick_coke_can,1,11,0.75,19.666666666666668,0.32541477259579826,0.28394249479346007,0.9813249331065753,0.7137144330594327,0.26761050004714265,0.9074074074074074,0.6371184371184371,0.2702889702889703
